,WBC,Neutro_abs,Lympho_abs,Mono_abs,Eos_abs,Baso_abs,NRBC_abs,HGB,HCT,RBC,MCV,RDW,Reticulo_abs,PLT,MPV,Sodium,Potassium,Chloride,Calcium,Magnesium,Phosphorus,Osmolality,Creatinine,Urea,Uric_acid,Albumin,Protein_total,Globulin,AST,ALT,GGT,Alkaline_Phosphatase,Bilirubin_total,Bilirubin_direct,Bilirubin_neonatal,Amylase,LDH,Glucose,CRP,Lactate,PT,PTT,Cholesterol,LDL,HDL,Triglycerides,Iron,Transferrin,Ferritin,Vitamin_B12,Folate,HbA1c_pct,TSH,Troponin_I_HS,CPK,pH,pCO2,pO2,Calcium_ionized,O2_saturation,Oxyhemoglobin,Deoxyhemoglobin,Carboxyhemoglobin,Methemoglobin,Specific_gravity,Urobilinogen
Alkaline_Phosphatase,1.0,,,,,,,-1.0,-1.0,-1.0,-1.0,0.9999999999999998,,-1.0,1.0,-0.08559437182658587,0.013826899781211198,-0.07479123458624055,-0.13926408065988882,0.03363748842648929,0.022127954260261568,0.011411939244984907,0.041520627206041445,0.12231026007939597,0.025820748121941173,-0.2766271682534402,-0.14966459704254825,0.07890426982544027,0.19516408393819545,0.16661227544311152,0.766361771301317,1.0,0.45566028373582046,0.5008491975561596,,0.008608152488647849,0.20786285401385188,0.004523441881636277,0.15477193920519117,,,,0.10041578767578659,0.13856929206594135,-0.11466331280628171,0.14040314482197902,0.020765195537291052,-0.17629776345726214,0.31803432957991673,0.18578719294904397,0.0030598108417179736,,0.04987954199275886,0.017459803452534214,-0.03151056032146892,,,,,,,,,,,
Bilirubin_total,-1.0000000000000002,,,,,,,1.0,1.0000000000000002,1.0,1.0000000000000002,-0.9999999999999999,,1.0000000000000002,-1.0,-0.06140204861946525,-0.037381342949882414,-0.059031075688424715,-0.06351049209735042,0.07045315325743988,0.03558630802689819,0.011381309310847711,0.055674503514576076,0.10162079248296545,0.05235857271918853,-0.1107313839339944,-0.11935532638979078,-0.058718966510737054,0.24822884523686953,0.20365034719663735,0.4121883823919428,0.45566028373582046,1.0,0.9811985333654305,,0.016287649926388134,0.18674449952186628,-0.013009989858746024,0.059667866882392444,,,,0.01641159657705171,0.08742647013206523,-0.13462434334281256,0.16905574189573805,0.18556458781097662,-0.05035026380008552,0.26466770547491886,0.1414622198546446,0.010724483617427342,,0.04483061160445318,0.06661517416703244,0.013131218289676571,,,,,,,,,,,
Bilirubin_direct,,,,,,,,,,,,,,,,-0.09853838611343813,0.02244825033005479,-0.06698784324944088,-0.11887543600719622,0.1160879599973253,0.09633192765328569,0.040866811307492985,0.09447294620519353,0.17394567330684568,0.028317443916019217,-0.22484054323275685,-0.2171135563028761,-0.08072194496667276,0.2280158400167604,0.16866044764530136,0.4365049497634035,0.5008491975561596,0.9811985333654305,1.0,,0.01513599136716217,0.16649750039534356,0.009971544611503845,0.0689300222388488,,,,0.07316812369686203,0.1405060411306735,-0.19551897282671535,0.24525366876882715,0.14910283442338093,-0.090890947477772,0.29331479238675184,0.2982222576369823,0.044238627039891995,,0.07329634166176284,0.0480686833101037,0.0030730205538564894,,,,,,,,,,,
Bilirubin_neonatal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,-0.2741378210845266,0.24162896262361577,-0.03428891171353512,0.27942324822416187,0.24630899861168454,-0.25244616391719976,0.06587999571775634,-0.06179701615626355,,
Amylase,1.0,,,,,,,-1.0,-1.0,-1.0,-1.0000000000000002,0.9999999999999998,,-1.0,1.0,0.02825903221471382,0.08256548274563766,0.0285738639057167,-0.0037441998461253626,0.10250647159307104,0.1165643027499826,0.0888940365888302,0.14708845539620233,0.1516647994971817,0.08364250662169741,0.013033957432632226,-0.018229933621286554,-0.039643146031521595,0.07815078120694334,0.0570214061370645,0.016486050637051518,0.008608152488647849,0.016287649926388134,0.01513599136716217,,1.0,0.0607803212531943,-0.01920579667718227,-0.08650654076630146,,,,-0.03650306644931299,-0.06263418993262015,0.06752157251897031,0.02963653350996873,0.055843364032524094,0.09115758878114996,0.08212524173821661,0.04926479580606485,-0.004262123721840036,,-0.0006320280201066451,0.1331910404938542,0.04594448905577294,,,,,,,,,,,
LDH,-1.0,,,,,,,1.0,0.9999999999999999,0.9999999999999999,1.0,-0.9999999999999998,,1.0,-1.0,-0.041195727965628114,0.08248349853825258,-0.0715310602525513,-0.09746218971933654,0.0772941176672319,0.08691630301936121,0.014083336929608439,0.05668977693873277,0.10059527020496967,0.11747682649691969,-0.11496315294356022,-0.09501434711025766,-0.019951534998288282,0.5666004331332932,0.39646810420433803,0.20511002180804586,0.20786285401385188,0.18674449952186628,0.16649750039534356,,0.0607803212531943,1.0,-0.005746981605810206,0.1412424177110177,,,,-0.06388227792750176,-0.01614865608720287,-0.08573707301123548,0.08388775144845946,0.06884957707675039,-0.0713530650580179,0.28448031676412694,0.08889153992618111,0.017751441979871867,,0.05775016301314983,0.16833376048187076,0.14901556094149673,,,,,,,,,,,
Glucose,-1.0000000000000002,,,,,,,1.0,1.0,0.9999999999999998,1.0,-0.9999999999999998,,1.0,-1.0,-0.10005852273938569,0.09506324862887787,-0.12009042070231718,-0.0006080840613303549,0.0005486582243107468,0.011368433205456325,0.23432215598179204,0.08910536883925542,0.1494241910437793,0.05449549667741301,-0.016583793038735098,0.037958198091098135,0.0653791260940333,-0.010579755070764267,-0.0007676432170072792,-0.007817658433813145,0.004523441881636277,-0.013009989858746024,0.009971544611503845,,-0.01920579667718227,-0.005746981605810206,1.0,0.042957524756998815,,,,-0.030785406629889076,-0.04711583371201045,-0.0630086058996494,0.16773077212181534,-0.008909368466983678,-0.02094236680158345,0.02682366321587788,0.03917042547531556,0.05280449271532895,,0.0011839472813996571,0.06116214110971909,-0.02272039650229843,,,,,,,,,,,
CRP,-1.0,,,,,,,0.9999999999999998,0.9999999999999999,0.9999999999999999,0.9999999999999999,-0.9999999999999994,,1.0,-0.9999999999999999,-0.06212177262337217,-0.04950924768185986,-0.06176957749188764,-0.28901958574680986,-0.004475844555194092,0.008570640622174568,0.058249964684014145,0.14090967657804374,0.172363364058487,0.048041761552049644,-0.4511487696808968,-0.2597723249218682,0.10963641372758412,0.06909202223093913,0.03353128406771897,0.10565524337288536,0.15477193920519117,0.059667866882392444,0.0689300222388488,,-0.08650654076630146,0.1412424177110177,0.042957524756998815,1.0,,,,-0.2632695167358554,-0.21436747140762374,-0.29794191957270727,0.062372973648131325,-0.2670115585512792,-0.48290736991198535,0.3566930495082554,0.1604401916376239,0.03629524730602547,,-0.01104284096351847,0.1229958130166549,0.04181714910760789,,,,,,,,,,,
Lactate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.5012579261571186,,,,,,,,,,,,,,,,,,,,,,,,
PTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5012579261571186,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Cholesterol,,,,,,,,,,,,,,,,0.03416893713160255,0.021603710004513832,-0.06372921663901403,0.3121539816334267,0.05474179424719807,0.030583686766121075,-0.0910654145100443,-0.17382866705892644,-0.1766000488341626,-0.05475940444552194,0.30802307386986894,0.28729183272297076,0.08709327764453398,-0.08087592856642901,-0.06520434203722604,0.15374626771674854,0.10041578767578659,0.01641159657705171,0.07316812369686203,,-0.03650306644931299,-0.06388227792750176,-0.030785406629889076,-0.2632695167358554,,,,1.0,0.9554776058506066,0.5511430797571261,0.29944434993430025,0.10538547256646334,0.206213396875657,-0.11806275840445739,-0.08180880696477692,-0.035450278534079165,,0.03113357606273362,-0.07991766366916678,-0.01310601163045165,,,,,,,,,,,
LDL,,,,,,,,,,,,,,,,0.0210319429827773,0.021285110799166437,-0.0623127001091651,0.2407275535867894,0.05644005401640589,0.00351049494189059,-0.12087837029940807,-0.19624573498305847,-0.21080089399375088,-0.09395331020957216,0.23561992391638198,0.23625162865156976,0.08214213039440678,-0.02328265623036183,-0.027875040675692252,0.13971891990048968,0.13856929206594135,0.08742647013206523,0.1405060411306735,,-0.06263418993262015,-0.01614865608720287,-0.04711583371201045,-0.21436747140762374,,,,0.9554776058506066,1.0,0.376376671579567,0.17513446498709836,0.06522986769132064,0.13669127426157046,-0.11979113298027046,-0.08254721737767401,-0.07724357931815307,,0.04414716999541421,0.11066658338010399,0.0010640015239589103,,,,,,,,,,,
HDL,,,,,,,,,,,,,,,,0.022954369308929166,0.010533579867420206,-0.09882240717587373,0.3153136356509716,0.036669726007713656,0.01951704415254023,-0.10528087956925439,-0.19414262450950331,-0.19508625574830962,-0.1730839595404873,0.39898281966326254,0.25050601945168427,-0.04977079385419285,-0.0786983475926109,-0.06609517328495297,-0.07372969211787479,-0.11466331280628171,-0.13462434334281256,-0.19551897282671535,,0.06752157251897031,-0.08573707301123548,-0.0630086058996494,-0.29794191957270727,,,,0.5511430797571261,0.376376671579567,1.0,-0.2038251172641351,0.13129941570709844,0.3171092273713607,-0.24717645176281472,-0.1078597705640538,-0.007169136597443949,,-0.012394447696170503,0.0013318463631367644,0.01093693133022804,,,,,,,,,,,
Triglycerides,,,,,,,,,,,,,,,,0.0031535457494951433,0.014309072847476388,-0.009215111757290123,-0.007877022708813785,0.06943008553092143,0.08122242322492165,0.13191951918825015,0.13173657562562704,0.14896606570666154,0.15880476021411583,-0.07109048348638067,-0.07145801709759607,-0.03710078691554945,0.04963683314109855,0.03549564205344522,0.20770916165615427,0.14040314482197902,0.16905574189573805,0.24525366876882715,,0.02963653350996873,0.08388775144845946,0.16773077212181534,0.062372973648131325,,,,0.29944434993430025,0.17513446498709836,-0.2038251172641351,1.0,0.07555989561200188,-0.06312175119568385,0.3386277809136843,0.059179361105756084,0.023988945713622943,,0.06452699099895626,0.04063222415548713,0.012790145878454043,,,,,,,,,,,
Iron,,,,,,,,,,,,,,,,0.019087330959766727,0.00454888233703961,0.054330678289928075,0.09851605888721432,-8.628314704727937e-05,0.04171538869569769,0.03120909430462439,-0.01277996760603784,-0.00697093571253226,-0.019345806808261923,0.18972272679096308,0.07705330275656999,-0.07240149741981738,0.09812721741284823,0.1480406895686285,0.10708345735857383,0.020765195537291052,0.18556458781097662,0.14910283442338093,,0.055843364032524094,0.06884957707675039,-0.008909368466983678,-0.2670115585512792,,,,0.10538547256646334,0.06522986769132064,0.13129941570709844,0.07555989561200188,1.0,0.08364733389045857,0.09134963421148681,0.01242549685520825,-0.02107184650486233,,-0.028206644728672407,0.02273798302799575,-0.01665735814257546,,,,,,,,,,,
Transferrin,,,,,,,,,,,,,,,,0.04294670632697652,0.0829165059471824,-0.03940679981833618,0.4255994912519411,0.0608141464610075,0.037630718182549115,-0.13478309651943188,-0.21199095428253684,-0.23014474582880728,-0.03857143570653316,0.648517085900931,0.4515918383263731,0.006023864494506822,-0.008259878794670291,0.01782298031684118,-0.17513285380859026,-0.17629776345726214,-0.05035026380008552,-0.090890947477772,,0.09115758878114996,-0.0713530650580179,-0.02094236680158345,-0.48290736991198535,,,,0.206213396875657,0.13669127426157046,0.3171092273713607,-0.06312175119568385,0.08364733389045857,1.0,-0.4236071271037674,-0.19415910946348713,0.06107867585990052,,0.020348450322622315,-0.07413230379855128,-0.007526088794118724,,,,,,,,,,,
Ferritin,,,,,,,,,,,,,,,,-0.06924872344304368,-0.06323803271902556,-0.06952403076004492,-0.21661363017175592,-0.03457219203898291,0.0943337645156566,0.0837454203736541,0.15974237743199915,0.1868311089071072,0.03010063330069437,-0.353885396170681,-0.2633395254051969,-0.0618011253597248,0.22362366225765834,0.13779510719218885,0.31329399675553143,0.31803432957991673,0.26466770547491886,0.29331479238675184,,0.08212524173821661,0.28448031676412694,0.02682366321587788,0.3566930495082554,,,,-0.11806275840445739,-0.11979113298027046,-0.24717645176281472,0.3386277809136843,0.09134963421148681,-0.4236071271037674,1.0,0.22088218112141458,0.030389005044439078,,-0.0027745395133880277,0.11979304702762718,0.033392146642551024,,,,,,,,,,,
Vitamin_B12,,,,,,,,,,,,,,,,-0.018958278301146776,-0.038053773289606956,-0.07827700149469752,-0.06723728526939772,0.05839470390580864,0.048036698197183356,0.07985424455721327,0.09810157886865352,0.15004140369939725,0.11359370606813203,-0.23766396426229855,-0.13086654531535005,0.04659445431894048,0.1610675173952067,0.14725577651494562,0.18972437835609093,0.18578719294904397,0.1414622198546446,0.2982222576369823,,0.04926479580606485,0.08889153992618111,0.03917042547531556,0.1604401916376239,,,,-0.08180880696477692,-0.08254721737767401,-0.1078597705640538,0.059179361105756084,0.01242549685520825,-0.19415910946348713,0.22088218112141458,1.0,0.17281007380077756,,0.0360265198585939,-0.019811590712571842,-0.04687007846563719,,,,,,,,,,,
Folate,,,,,,,,,,,,,,,,0.018196226206810415,-0.010063192754047141,-0.03514832362580538,0.006659857840934481,0.045304270021118705,0.032359584482434825,0.031062153775994607,-0.042195839411295,-0.006493760161318749,-0.026407896877313354,0.01389467735812145,0.05009805675161699,0.05169040071265478,0.039117928988560945,0.0411955694137699,-0.03566806464218124,0.0030598108417179736,0.010724483617427342,0.044238627039891995,,-0.004262123721840036,0.017751441979871867,0.05280449271532895,0.03629524730602547,,,,-0.035450278534079165,-0.07724357931815307,-0.007169136597443949,0.023988945713622943,-0.02107184650486233,0.06107867585990052,0.030389005044439078,0.17281007380077756,1.0,,-0.03614142394557549,-0.06823782607627613,-0.05027576284084465,,,,,,,,,,,
HbA1c_pct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
TSH,,,,,,,,,,,,,,,,-0.04200527522264375,0.032206615682758066,-0.06305584087943387,-0.03694819874956659,0.07651332596878094,0.0512439583505568,0.013373201683724183,0.1128260392113536,0.09299881983253384,0.0516808599719179,-0.0671336938754627,-0.04304563121315613,0.006709198320655733,0.016994074577241124,0.004113741047663292,0.04291865590018182,0.04987954199275886,0.04483061160445318,0.07329634166176284,,-0.0006320280201066451,0.05775016301314983,0.0011839472813996571,-0.01104284096351847,,,,0.03113357606273362,0.04414716999541421,-0.012394447696170503,0.06452699099895626,-0.028206644728672407,0.020348450322622315,-0.0027745395133880277,0.0360265198585939,-0.03614142394557549,,1.0,-0.011023075019461358,0.009464330015194849,,,,,,,,,,,
Troponin_I_HS,,,,,,,,,,,,,,,,0.017048349376364465,-0.004674764618089197,0.014269123476882936,-0.13988430715337122,0.06828446022106437,0.12412939340151924,0.11511295225967304,0.13480992986529686,0.14567512009510308,0.06385528220390817,-0.13162717177792976,-0.16984306027163812,-0.10640975888874654,0.19152378765771993,0.1347154682240004,0.01721011260257067,0.017459803452534214,0.06661517416703244,0.0480686833101037,,0.1331910404938542,0.16833376048187076,0.06116214110971909,0.1229958130166549,,,,-0.07991766366916678,0.11066658338010399,0.0013318463631367644,0.04063222415548713,0.02273798302799575,-0.07413230379855128,0.11979304702762718,-0.019811590712571842,-0.06823782607627613,,-0.011023075019461358,1.0,0.1267544466482737,,,,,,,,,,,
CPK,-1.0,,,,,,,1.0,0.9999999999999999,1.0,1.0,-0.9999999999999997,,1.0,-1.0,0.0054698918391715414,-0.013907130036414193,0.008295232536811326,-0.061829239789358066,0.02159134992829978,0.04754134776061801,0.027261483340446167,0.04649482751805387,0.03931563599707943,0.04106086226917979,0.005968084338907886,-0.01782343972114992,-0.031441535975060046,0.15206568487102154,0.07172545192715517,-0.02873866239815766,-0.03151056032146892,0.013131218289676571,0.0030730205538564894,,0.04594448905577294,0.14901556094149673,-0.02272039650229843,0.04181714910760789,,,,-0.01310601163045165,0.0010640015239589103,0.01093693133022804,0.012790145878454043,-0.01665735814257546,-0.007526088794118724,0.033392146642551024,-0.04687007846563719,-0.05027576284084465,,0.009464330015194849,0.1267544466482737,1.0,,,,,,,,,,,
pH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,-0.1151906382031493,0.2629318073107677
pCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2741378210845266,,,,,,,,,,,,,,,,,,,,,,1.0,-0.13622443181974925,0.14392977714850894,-0.19870298626737823,-0.199320621987585,0.19499135898147146,0.09636935147943557,0.05040972853756454,,
pO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24162896262361577,,,,,,,,,,,,,,,,,,,,,,-0.13622443181974925,1.0,-0.04904313179005622,0.8058468435535124,0.8121078687400067,-0.805978191213084,-0.09143374625650727,-0.115413289942722,,
Calcium_ionized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03428891171353512,,,,,,,,,,,,,,,,,,,,,,0.14392977714850894,-0.04904313179005622,1.0,-0.053704093096172675,-0.054043091731952014,0.05069984726703735,0.007674107806729614,-0.0022751745413301856,,
O2_saturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27942324822416187,,,,,,,,,,,,,,,,,,,,,,-0.19870298626737823,0.8058468435535124,-0.053704093096172675,1.0,0.9985491366199031,-0.9998856431106488,-0.08398238930090404,-0.14971117981855633,,
Oxyhemoglobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24630899861168454,,,,,,,,,,,,,,,,,,,,,,-0.199320621987585,0.8121078687400067,-0.054043091731952014,0.9985491366199031,1.0,-0.9978768232280809,-0.1222406036638916,-0.1612231259142085,,
Deoxyhemoglobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25244616391719976,,,,,,,,,,,,,,,,,,,,,,0.19499135898147146,-0.805978191213084,0.05069984726703735,-0.9998856431106488,-0.9978768232280809,1.0,0.07826121155135667,0.1612650083106576,,
Carboxyhemoglobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06587999571775634,,,,,,,,,,,,,,,,,,,,,,0.09636935147943557,-0.09143374625650727,0.007674107806729614,-0.08398238930090404,-0.1222406036638916,0.07826121155135667,1.0,-0.09304199587416438,,
Methemoglobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06179701615626355,,,,,,,,,,,,,,,,,,,,,,0.05040972853756454,-0.115413289942722,-0.0022751745413301856,-0.14971117981855633,-0.1612231259142085,0.1612650083106576,-0.09304199587416438,1.0,,
Specific_gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1151906382031493,,,,,,,,,1.0,-0.24890430444184317
Urobilinogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2629318073107677,,,,,,,,,-0.24890430444184317,1.0
