TP_keep_unstable,FN_cancel_unstable,FP_keep_stable,TN_cancel_stable,Total,Saved%,FN_among_unstable%,FN_among_cancelled%,Threshold
43681,3957,55187,28134,130959,24.504615948502966,8.306394055166045,12.330559970085071,0.85
